Country Name	Series Name	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015
Senegal	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	5.5	5.5	5.5
Senegal	Minimum paid-in capital required to start a business (% of income per capita)	260.4	269.6	255	236.2	206.9	205.1	203	192.3	192.1	19	4.8
Senegal	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Senegal	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Procedures required to build a warehouse (number)	13	13	13	13	13	13	13	13	13	13	13
Senegal	Procedures required to connect to electricity (number)	..	..	..	..	8	8	8	8	8	8	7
Senegal	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Procedures required to register property (number)	6	6	6	6	6	6	6	6	6	5	5
Senegal	Procedures required to start a business (number)	11	11	11	5	5	5	4	4	4	4	4
Senegal	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0.5	0.5	0.5
Senegal	Resolving Insolvency: cost (% of estate)	20	20	20	20	20	20	20	20	20	20	20
Senegal	Resolving Insolvency: recovery rate (cents on the dollar)	8.5	23	23.6	23	23	23.3	23.3	23.3	25.3	25.5	29.2
Senegal	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	9	9	9
Senegal	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Tax payments (number)	59	59	59	59	59	59	59	59	59	58	58
Senegal	Time required to build a warehouse (days)	255	255	255	255	255	245	245	245	245	200	200
Senegal	Time required to connect to electricity (days)	..	..	..	..	125	125	125	125	114	114	81
Senegal	Time required to enforce a contract (days)	780	780	780	780	780	780	780	780	770	740	740
Senegal	Time required to register property (days)	145	145	145	124	124	122	122	122	122	71	71
Senegal	Time required to start a business (days)	57	57	58	9	9	9	6	6	6	6	6
Senegal	Time to prepare and pay taxes (hours)	696	696	696	666	666	666	666	666	644	620	620
Senegal	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	3	3
Senegal	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Senegal	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2.5	2.5	2.5
Serbia	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Cost to enforce a contract (% of claim)	28.4	28.4	28.4	28.9	28.9	28.9	31.3	31.3	34	34	34
Serbia	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Cost to get electricity (% of income per capita)	..	..	..	..	591.1	564.6	536.1	502.6	505.6	454.9	428.6
Serbia	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Cost to register property (% of property value)	5.4	5.4	5.4	2.9	2.8	2.7	2.8	2.8	2.8	2.7	2.8
Serbia	Cost to start a business (% of income per capita)	12	10.2	8.9	7.6	7.1	7.9	7.8	7.7	7.2	6.8	6.6
Serbia	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Serbia	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	68	59
Serbia	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5	5	5
Serbia	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	6	6	6
Serbia	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	6	6	6
Serbia	Minimum paid-in capital required to start a business (% of income per capita)	7.6	7.6	8	6.9	0.1	6	6	0	0	0	0
Serbia	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Serbia	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Procedures required to build a warehouse (number)	17	16	16	16	16	16	16	16	16	16	18
Serbia	Procedures required to connect to electricity (number)	..	..	..	..	4	4	4	4	4	4	4
Serbia	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Procedures required to register property (number)	6	6	6	6	6	6	6	6	6	6	6
Serbia	Procedures required to start a business (number)	11	11	11	11	7	7	7	6	6	6	6
Serbia	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Serbia	Resolving Insolvency: cost (% of estate)	23	23	23	23	23	23	23	20	20	20	20
Serbia	Resolving Insolvency: recovery rate (cents on the dollar)	20.3	22.6	23.1	25.4	25.4	29.5	24.4	29.1	29	29.2	30.3
Serbia	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	13.5	13.5	13.5
Serbia	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Tax payments (number)	67	67	67	67	67	67	67	67	67	67	42
Serbia	Time required to build a warehouse (days)	204	203	203	278	278	278	278	268	268	264	272
Serbia	Time required to connect to electricity (days)	..	..	..	..	131	131	131	131	131	131	131
Serbia	Time required to enforce a contract (days)	635	635	635	635	635	635	635	635	635	635	635
Serbia	Time required to register property (days)	111	111	111	111	111	91	11	11	11	54	54
Serbia	Time required to start a business (days)	23	23	23	23	13	13	13	12	12	12	12
Serbia	Time to prepare and pay taxes (hours)	279	279	279	279	279	279	279	279	279	279	244.3
Serbia	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2	2
Serbia	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Serbia	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to enforce a contract (% of claim)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to get electricity (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to register property (% of property value)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Cost to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Minimum paid-in capital required to start a business (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Procedures required to build a warehouse (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Procedures required to connect to electricity (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Procedures required to register property (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Procedures required to start a business (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Resolving Insolvency: cost (% of estate)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Resolving Insolvency: recovery rate (cents on the dollar)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Tax payments (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time required to build a warehouse (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time required to connect to electricity (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time required to enforce a contract (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time required to register property (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time required to start a business (days)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time to prepare and pay taxes (hours)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Serbia and Montenegro	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2.5	2.5
Seychelles	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Cost to enforce a contract (% of claim)	14.3	14.3	14.3	14.3	14.3	15.4	15.4	15.4	15.4	15.4	15.4
Seychelles	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Cost to get electricity (% of income per capita)	..	..	..	..	455.9	546.1	487.7	415.6	462.6	429.8	385
Seychelles	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Cost to register property (% of property value)	11.9	7	7	7	7	7	7	7	7	7	7
Seychelles	Cost to start a business (% of income per capita)	31.7	32.2	29.7	26.8	19.2	17.5	16	14.4	16	15.2	14.2
Seychelles	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	2	2	2
Seychelles	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	104	95
Seychelles	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	5.7	5.7	5.7
Seychelles	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4.3	4.3	4.3
Seychelles	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	2	5	5
Seychelles	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Seychelles	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Seychelles	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Procedures required to build a warehouse (number)	16	16	16	16	16	16	16	16	16	17	17
Seychelles	Procedures required to connect to electricity (number)	..	..	..	..	6	6	6	6	6	6	6
Seychelles	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Procedures required to register property (number)	4	4	4	4	4	4	4	4	4	4	4
Seychelles	Procedures required to start a business (number)	10	10	10	10	10	10	10	10	9	9	9
Seychelles	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0.5	0.5
Seychelles	Resolving Insolvency: cost (% of estate)	11	11	11	11	11	11	11	11	11	11	11
Seychelles	Resolving Insolvency: recovery rate (cents on the dollar)	40.7	40.5	39.3	39.7	39.7	37.7	39.2	39.6	38.9	38.9	39.3
Seychelles	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	6	10	10
Seychelles	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Tax payments (number)	27	27	27	27	28	28	23	29	29	29	29
Seychelles	Time required to build a warehouse (days)	138	138	138	138	138	138	138	138	138	151	151
Seychelles	Time required to connect to electricity (days)	..	..	..	..	147	147	147	147	137	137	137
Seychelles	Time required to enforce a contract (days)	720	720	720	720	720	720	915	915	915	915	915
Seychelles	Time required to register property (days)	33	33	33	33	33	33	33	33	33	33	33
Seychelles	Time required to start a business (days)	33	33	33	33	33	33	33	33	32	32	32
Seychelles	Time to prepare and pay taxes (hours)	76	76	76	76	76	76	76	76	76	88	85
Seychelles	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2	2
Seychelles	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Seychelles	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	2	2	2
Sierra Leone	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Cost to enforce a contract (% of claim)	149.5	149.5	149.5	149.5	149.5	149.5	149.5	149.5	39.5	39.5	39.5
Sierra Leone	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Cost to get electricity (% of income per capita)	..	..	..	..	8868.2	9385.1	8937.2	8595.3	4958.1	4237.5	4066.5
Sierra Leone	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Cost to register property (% of property value)	14.7	13.8	14.9	12.9	12.4	12.2	11.8	11.6	10.9	10.8	10.8
Sierra Leone	Cost to start a business (% of income per capita)	983.4	1314.6	1180.7	145.8	118.8	110.7	93.3	80.4	44.1	37.9	44.2
Sierra Leone	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	3	3	3
Sierra Leone	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	147	147
Sierra Leone	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	6.7	6.7	6.7
Sierra Leone	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	4	4	4
Sierra Leone	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	3	3	3
Sierra Leone	Minimum paid-in capital required to start a business (% of income per capita)	49.3	40.1	35.2	29.9	24.4	22.7	19.2	16.5	9.1	7.8	0
Sierra Leone	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	0	0	0	0	0
Sierra Leone	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Procedures required to build a warehouse (number)	40	40	40	17	17	17	16	16	16	16	16
Sierra Leone	Procedures required to connect to electricity (number)	..	..	..	..	9	9	9	9	9	8	8
Sierra Leone	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Procedures required to register property (number)	7	7	8	7	7	7	7	7	7	7	7
Sierra Leone	Procedures required to start a business (number)	8	8	8	6	6	6	6	6	6	6	6
Sierra Leone	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0	0	0
Sierra Leone	Resolving Insolvency: cost (% of estate)	42	42	42	42	42	42	42	42	42	42	42
Sierra Leone	Resolving Insolvency: recovery rate (cents on the dollar)	9	8.7	8.5	8.5	8.5	8.4	9.2	9.2	10.5	10.6	10.8
Sierra Leone	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	8	8	8
Sierra Leone	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Tax payments (number)	29	29	29	29	29	29	33	33	33	33	34
Sierra Leone	Time required to build a warehouse (days)	206	206	206	184	184	167	166	166	166	166	166
Sierra Leone	Time required to connect to electricity (days)	..	..	..	..	489	113	113	113	113	82	82
Sierra Leone	Time required to enforce a contract (days)	515	515	515	515	515	515	515	515	515	515	515
Sierra Leone	Time required to register property (days)	236	236	235	86	236	86	86	67	67	56	56
Sierra Leone	Time required to start a business (days)	26	26	26	17	12	12	12	12	12	12	10
Sierra Leone	Time to prepare and pay taxes (hours)	390	390	390	390	348	348	348	348	344	344	344
Sierra Leone	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	2.3	2.3
Sierra Leone	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
Sierra Leone	Trade: Time to import (days)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Commencement of proceedings index (0-3)	..	..	..	..	..	..	..	..	3	3	3
Singapore	Cost to build a warehouse (% of income per capita)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Cost to enforce a contract (% of claim)	17.8	17.8	17.8	25.8	25.8	25.8	25.8	25.8	25.8	25.8	25.8
Singapore	Cost to export (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Cost to get electricity (% of income per capita)	..	..	..	..	34.6	34.3	31.5	29	27.8	26.6	25.9
Singapore	Cost to import (deflated US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Cost to register property (% of property value)	2.7	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.9
Singapore	Cost to start a business (% of income per capita)	0.9	0.8	0.8	0.9	0.7	0.7	0.7	0.6	0.6	0.6	0.6
Singapore	Credit: Strength of legal rights index (0=weak to 10=strong)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Creditor participation index (0-4)	..	..	..	..	..	..	..	..	1	1	1
Singapore	Depth of credit information index (0=low to 6=high)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Ease of doing business index (1=easiest to 185=most difficult)	..	..	..	..	..	..	..	..	..	1	1
Singapore	Ease of shareholder suits index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Extent of conflict of interest regulation index (0-10)	..	..	..	..	..	..	..	..	9.3	9.3	9.3
Singapore	Extent of corporate transparency index (0-9)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Extent of director liability index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Extent of disclosure index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Extent of shareholder governance index (0-10)	..	..	..	..	..	..	..	..	7.3	7.3	7.3
Singapore	Extent of shareholder rights index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Labor tax and contributions (%)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Management of debtor's assets index (0-6)	..	..	..	..	..	..	..	..	4	4	4
Singapore	Minimum paid-in capital required to start a business (% of income per capita)	0	0	0	0	0	0	0	0	0	0	0
Singapore	Other taxes (%)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Outcome (0 as piecemeal sale and 1 as going concern)	..	..	..	..	..	..	1	1	1	1	1
Singapore	Private credit bureau coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Procedures required to build a warehouse (number)	10	10	10	10	10	10	10	10	10	10	10
Singapore	Procedures required to connect to electricity (number)	..	..	..	..	4	4	4	4	4	4	4
Singapore	Procedures required to enforce a contract (number)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Procedures required to register property (number)	4	4	4	4	4	4	4	4	4	4	4
Singapore	Procedures required to start a business (number)	6	6	5	4	3	3	3	3	3	3	3
Singapore	Profit tax (%)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Public credit registry coverage (% of adults)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Reorganization proceedings index (0-3)	..	..	..	..	..	..	..	..	0.5	0.5	0.5
Singapore	Resolving Insolvency: cost (% of estate)	3	3	3	3	3	3	3	3	3	3	3
Singapore	Resolving Insolvency: recovery rate (cents on the dollar)	89.7	89.7	89.7	89.7	89.7	89.7	89.7	89.7	89.7	89.7	89.7
Singapore	Strength of governance structure index (0-10.5)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Strength of insolvency framework index (0-16)	..	..	..	..	..	..	..	..	8.5	8.5	8.5
Singapore	Strength of investor protection index (0 to 10)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Tax payments (number)	5	5	5	5	6	6	6	6	6	6	6
Singapore	Time required to build a warehouse (days)	60	60	60	38	26	26	26	26	26	26	26
Singapore	Time required to connect to electricity (days)	..	..	..	..	31	31	31	31	31	31	31
Singapore	Time required to enforce a contract (days)	120	120	120	150	150	150	150	150	150	150	150
Singapore	Time required to register property (days)	20	20	20	19	19	19	19	19	4.5	4.5	4.5
Singapore	Time required to start a business (days)	6	6	5	3.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
Singapore	Time to prepare and pay taxes (hours)	49	49	49	84	85.5	85.5	85.5	83.5	83.5	83.5	83.5
Singapore	Time to resolve insolvency (years)	..	..	..	..	..	..	..	..	..	0.8	0.8
Singapore	Total tax rate (% of profit)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Trade: Cost to export (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Trade: Cost to import (US$ per container)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Trade: Documents to export (number)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Trade: Documents to import (number)	..	..	..	..	..	..	..	..	..	..	..
Singapore	Trade: Time to export (day)	..	..	..	..	..	..	..	..	..	..	..
